idx,SMILES,target_id1,target_id2,geos
2256,COc1cc(C2=C(c3c[nH]c4cccnc34)C(=O)NC2=O)cc(OC)c1OC,P53779_WT,P49841_WT,"['1.67', '-0.91', '2.27', '0.01', '1.70']"
2257,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1,P53779_WT,P49841_WT,"['-0.01', '2.21', '-3.14', '-2.37']"
2258,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CC3CC3)c2)[nH]1,P53779_WT,P49841_WT,"['0.15', '2.35', '-0.84', '-3.07', '-0.16', '-0.53', '3.14']"
2259,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1ccccc1,P53779_WT,P49841_WT,"['2.20', '-0.76', '2.99']"
2260,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc6ccccc6[nH]5)cc4Cl)oc23)CC1,P53779_WT,P49841_WT,"['-1.36', '-1.89', '1.28', '-0.88']"
2261,COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O,P53779_WT,P49841_WT,"['-0.95', '-0.81', '-0.82', '0.04']"
2262,C=CCOC(=O)c1cc(-c2ccc(C=C3NC(=S)NC3=O)o2)ccc1Cl,P53779_WT,P49841_WT,"['-2.05', '3.14', '-0.04', '2.25', '0.27', '-3.08', '0.01']"
2263,O=C(Nc1ncnc2oc(-c3ccc(F)cc3)cc12)C1CCCC1,P53779_WT,P49841_WT,"['0.73', '0.39', '-2.84', '-3.14']"
2264,Cc1csc(-c2cnc(N)c(NC(=O)c3ccnc(NC(=O)C4CC4)c3)c2)c1,P53779_WT,P49841_WT,"['0.64', '3.13', '-0.06', '-2.67', '-2.89', '-0.85', '2.29']"
2265,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,P53779_WT,P49841_WT,"['3.02', '-1.61', '-3.14', '0.06', '-3.14']"
2266,COc1cccc(C2=C(c3c(C)n(C)c4ccccc34)C(=O)NC2=O)c1,P53779_WT,P49841_WT,"['3.14', '2.42', '-1.10']"
2267,Cc1occc1-c1nc(N)c(OC[C@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1,P53779_WT,P49841_WT,"['2.33', '-2.41', '-3.14', '-1.54', '0.95', '1.45', '2.01']"
2268,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,P53779_WT,P49841_WT,"['-0.02', '-0.19', '1.57', '1.05', '0.08', '-3.14', '1.43', '2.18', '-3.14', '-2.47']"
2269,CS(=O)(=O)c1ccc(-c2c[nH]c3ncc(C=CC(=O)NCc4ccncc4)cc23)cc1,P53779_WT,P49841_WT,"['1.53', '-0.90', '2.45', '3.14', '-0.05', '3.14', '1.87', '-1.37']"
2271,CN(C)Cc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,P53779_WT,P49841_WT,"['-2.99', '0.92', '1.38', '3.11', '3.13', '-1.52', '3.08']"
2272,O=C1NCCc2[nH]c(-c3ccncc3)cc21,P53779_WT,P49841_WT,['-2.64']
2273,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cncnc4)cc23)CC1,P53779_WT,P49841_WT,"['0.18', '-0.87', '2.48', '-0.08', '-0.64', '-0.26', '-0.87']"
2274,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CC1,P53779_WT,P49841_WT,"['1.23', '0.43', '-2.37', '-3.14', '0.12', '-3.14', '2.22', '1.16']"
2275,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,P53779_WT,P49841_WT,"['0.13', '-3.14', '-0.33', '-0.37']"
2276,COc1cc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c2cc1I,P53779_WT,P49841_WT,"['-0.37', '-2.35', '-2.34']"
2277,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,P53779_WT,P49841_WT,"['-0.32', '-2.22', '1.58', '-3.14', '0.03', '-0.10']"
2278,CC1(C)CC(=O)C2=C(C1)Nc1n[nH]cc1[C@]2(C)c1ccccc1,P53779_WT,P49841_WT,['1.97']
2279,CN(C)C[C@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,P53779_WT,P49841_WT,"['1.22', '-1.59', '2.55', '1.15', '-0.08', '0.18', '-0.26', '0.21', '3.14']"
2280,CN(C)C[C@H](OC(=O)N1Cc2c(n[nH]c2NC(=O)C(C)(C)C)C1(C)C)c1ccccc1,P53779_WT,P49841_WT,"['2.68', '-0.76', '1.70', '1.45', '0.01', '-3.14', '0.03', '-0.03', '-2.08']"
2281,O=C(Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,P53779_WT,P49841_WT,"['-0.32', '-2.54', '0.51', '-0.93', '3.14', '-3.12', '-1.60', '2.36']"
2282,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCCC(=O)O)CC3)c2c1,P53779_WT,P49841_WT,"['3.14', '-2.24', '-1.96', '0.01', '-3.14', '-1.13', '-1.06', '3.14', '-0.02']"
2283,COC(=O)c1ccoc1CN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,P53779_WT,P49841_WT,"['0.17', '-0.46', '0.29', '-3.14', '-0.15', '-2.10', '-0.12', '-0.26', '-2.96']"
2284,O[C@@]12C[C@H]3C[C@@H](C1)C[C@](Nc1nc(N[C@H]4CC[C@@H](O)CC4)ncc1Cl)(C3)C2,P53779_WT,P49841_WT,"['-3.00', '-3.08', '0.36', '1.31']"
2285,O=c1oc2cccnc2n1Cc1cn(-c2cccnc2)nn1,P53779_WT,P49841_WT,"['1.66', '1.14', '0.07']"
2286,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,P53779_WT,P49841_WT,"['0.96', '-2.67', '1.73', '1.06', '0.52', '-0.68', '0.43', '-0.08', '3.14', '-2.42', '-0.42', '0.67']"
2287,COc1cc(C=C2C(=O)Nc3ccc(NC(C)=O)cc32)cc(OC)c1OC,P53779_WT,P49841_WT,"['1.71', '-1.33', '2.97', '-2.73', '2.98', '-0.10', '1.58']"
2288,Cn1c(N2CCOCC2)cc(-c2ccncn2)cc1=O,P53779_WT,P49841_WT,"['0.78', '2.48']"
2289,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Cl)cc12)C1CC1,P53779_WT,P49841_WT,"['-0.07', '-1.27', '-3.04', '2.03']"
2290,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,P53779_WT,P49841_WT,"['-2.20', '-1.55', '-3.14', '0.01', '-0.01']"
2291,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(C3CC3)ccc21,P53779_WT,P49841_WT,"['1.04', '-2.33', '-0.94']"
2292,C[S@@+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,P53779_WT,P49841_WT,"['0.96', '-0.79', '-0.89', '3.14', '-0.02', '0.79']"
2293,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(O)c1,P53779_WT,P49841_WT,"['-2.48', '3.14', '0.73', '-3.07']"
2294,CCCNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,P53779_WT,P49841_WT,"['1.50', '2.01', '-0.19', '-2.30', '-0.82', '-2.61', '0.48', '-1.32', '1.60', '2.41', '-2.77', '-1.90', '-1.89', '0.43', '2.05', '1.09']"
2295,COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc(C(F)(F)F)cc12,P53779_WT,P49841_WT,"['-0.39', '-2.59']"
2296,O=C(Nc1cc(-c2ccc3cccnc3c2)ccn1)C1CC1,P53779_WT,P49841_WT,"['-0.86', '-0.88', '0.30', '0.76']"
2297,Cc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,P53779_WT,P49841_WT,"['0.04', '-0.32', '-0.71', '0.75']"
2298,Nc1ncc(-c2ccc(F)cc2)cc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,P53779_WT,P49841_WT,"['1.04', '-0.71', '0.32', '-2.19', '2.94', '0.09', '-2.07']"
2299,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCC1,P53779_WT,P49841_WT,"['3.14', '0.11', '-0.12', '-1.85', '1.31']"
2300,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1c1c(c3cccn32)C(=O)NC1=O,P53779_WT,P49841_WT,['-1.15']
2301,Nc1nonc1-n1nnc(-c2nnc(-c3ccncc3)[nH]2)c1CN1CCCC1,P53779_WT,P49841_WT,"['3.09', '3.12', '0.21', '1.89', '2.97']"
2302,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccc(Cl)cc23)=C1c1coc2ncccc12,P53779_WT,P49841_WT,"['-2.26', '-0.95', '-1.04', '-1.20', '-0.89', '0.78']"
2303,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc4ccccc34)cc12,P53779_WT,P49841_WT,"['-1.68', '0.58', '-2.42', '2.46', '2.03']"
2304,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNC(=O)COc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,P53779_WT,P49841_WT,"['0.08', '2.73', '2.82', '0.91', '-2.31', '-0.11', '3.14', '-1.67', '-1.00', '-1.10', '-0.81', '-3.14', '2.52', '1.84', '-0.63', '2.26', '-1.35', '1.36', '-0.73']"
2305,COc1ccc(C2=C(Nc3ccc(SC)cc3)C(=O)NC2=O)cc1,P53779_WT,P49841_WT,"['-2.97', '-0.58', '-0.75', '3.05', '-1.74']"
2306,O=C(NCC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,P53779_WT,P49841_WT,"['-0.14', '-0.42', '1.41', '-0.81', '-3.08', '-0.94', '2.46', '0.15', '-3.14', '-3.14', '0.12', '-2.05']"
2307,CC[C@@]1(c2cccc(C)c2)C2=C(CC(C)(C)CC2=O)Nc2ncsc21,P53779_WT,P49841_WT,"['-3.08', '0.14']"
2308,CNc1cc(-c2ccccc2Cl)nc2c(Br)cnn12,P53779_WT,P49841_WT,"['0.04', '2.10']"
2309,CC(=O)N[C@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,P53779_WT,P49841_WT,"['-1.96', '2.29', '2.34', '-1.93', '-1.61', '-2.01']"
2310,N#Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,P53779_WT,P49841_WT,"['2.93', '0.00', '0.00', '3.14']"
2311,COc1cccc2c(C3=C(c4cn(C)c5cc(I)c(F)cc45)C(=O)NC3=O)coc12,P53779_WT,P49841_WT,"['-2.20', '-2.23', '0.86']"
2313,O=C(C=Cc1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccccc1,P53779_WT,P49841_WT,"['0.16', '-0.04', '-3.03', '2.36', '-2.20', '1.48', '1.17', '-1.71']"
2315,N=C1NC(=O)C(=Cc2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)S1,P53779_WT,P49841_WT,"['2.87', '-2.87', '2.98', '-1.60']"
2316,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCCC1)CCO2,P53779_WT,P49841_WT,"['0.82', '2.28', '0.71', '3.14', '-0.64', '-3.02']"
2317,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccccc4)CC3)c2c1,P53779_WT,P49841_WT,"['-0.77', '3.14', '-1.22', '-1.28', '-1.88', '-1.62', '0.07']"
2318,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,P53779_WT,P49841_WT,"['0.96', '-1.90']"
2319,C[C@@H]1CC2(CCC2)n2cc(C(=O)O)c(=O)c3c(N)c(F)c(NCCNc4ccccn4)c(c32)O1,P53779_WT,P49841_WT,"['2.68', '-0.12', '2.16', '0.25', '1.70', '0.51']"
2320,CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,P53779_WT,P49841_WT,"['-3.12', '0.00', '-0.08', '1.14', '-1.61', '-1.94']"
2322,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1cccc(O)c1,P53779_WT,P49841_WT,"['0.87', '0.74', '0.75', '-2.95']"
2323,CNC(=O)c1ccc(CNC(=O)c2ncoc2-c2ccc(OC)cc2)cc1,P53779_WT,P49841_WT,"['-0.02', '-0.49', '-1.91', '2.83', '0.44', '0.17', '-2.52', '0.03']"
2324,COc1ccc(-c2ocnc2C(=O)NCc2cccnc2)cc1,P53779_WT,P49841_WT,"['-0.14', '2.49', '3.08', '-3.14', '-3.12', '1.36']"
2325,Cn1cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3ccncc3)cc2c1=O,P53779_WT,P49841_WT,"['1.36', '0.76', '0.66']"
2326,Brc1cccc(-n2ncc3c(NN=Cc4ccncc4)ncnc32)c1,P53779_WT,P49841_WT,"['3.14', '-0.11', '2.92', '-3.01', '-2.88']"
2327,Brc1cccc(-n2ncc3c(N=NCc4ccncc4)ncnc32)c1,P53779_WT,P49841_WT,"['3.14', '1.31', '3.14', '1.65', '1.32']"
2328,COc1cccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)c1,P53779_WT,P49841_WT,"['0.04', '-2.50', '0.82', '3.14']"
2329,COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O,P53779_WT,P49841_WT,"['-0.96', '-0.83', '-0.69', '-0.19']"
2330,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,P53779_WT,P49841_WT,"['-1.56', '-2.23', '0.88']"
2331,COc1ccc(CNC(=O)Nc2nc3ccc(C(C)=O)cc3[nH]2)cc1,P53779_WT,P49841_WT,"['-0.09', '1.57', '3.14', '0.01', '-3.12', '-3.14', '0.00']"
2332,CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12,P53779_WT,P49841_WT,"['2.98', '0.70', '-2.60', '2.50', '-2.41']"
2333,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCn2ccnc2)c2ccccc12,P53779_WT,P49841_WT,"['-0.68', '-0.79', '1.47', '3.14', '1.69']"
2334,Cc1n[nH]c2ncc(-c3cc(OC[C@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,P53779_WT,P49841_WT,"['-2.01', '3.14', '-3.14', '1.16', '-1.00', '1.62', '-2.65']"
2335,CCOC(=O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(Br)cc34)CC2)o1,P53779_WT,P49841_WT,"['-3.14', '0.19', '-1.12', '-1.54', '2.61', '2.31', '-1.72', '1.85', '0.60']"
2336,CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,P53779_WT,P49841_WT,"['-2.99', '-1.92', '-0.17', '0.63', '-0.02']"
2337,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2F)CC1,P53779_WT,P49841_WT,"['1.04', '-0.38', '-2.99', '0.38', '-0.65', '2.29', '-1.19', '-2.02', '0.14', '-1.85', '-2.13']"
2338,O=C(O)CCN(CCC(=O)O)c1ccc(C=C2SC(=S)NC2=O)cc1,P53779_WT,P49841_WT,"['1.11', '1.22', '1.72', '1.92', '2.32', '3.14', '-0.10', '-1.60', '3.14']"
2339,O=C(O)CCN(CCC(=O)O)c1ccc(C=C2SC(S)=NC2=O)cc1,P53779_WT,P49841_WT,"['0.17', '3.14', '1.36', '1.87', '-0.15', '3.14', '-0.04', '-1.98', '-0.08']"
2340,COc1ccccc1-c1nc(C(N)=O)[nH]c1-c1ccnc(NC(=O)C2CC2)c1,P53779_WT,P49841_WT,"['-1.56', '1.07', '-0.10', '-2.19', '2.48', '0.43', '-0.58']"
2341,C[C@@H]1CC(=C2NC(N)=NC2=O)c2c([nH]c(Br)c2Br)C(=O)N1,P53779_WT,P49841_WT,['2.15']
2342,O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,P53779_WT,P49841_WT,"['-0.38', '-0.29', '-2.72', '-2.57', '-1.24']"
2343,COc1cc2c(C)cc3c(c2cc1OC)C(=O)NC3=O,P53779_WT,P49841_WT,"['0.00', '0.00']"
2344,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3n2)o1,P53779_WT,P49841_WT,"['-3.11', '-2.61', '-1.32']"
2345,CN(C)CCCn1nc(C2=C(c3cn(-c4ccccc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,P53779_WT,P49841_WT,"['1.09', '3.14', '3.14', '1.78', '-0.82', '-0.63', '-0.62']"
2346,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccnc(C(=O)O)c4)CC3)c2c1,P53779_WT,P49841_WT,"['-3.14', '-2.96', '-3.14', '-0.79', '-1.07', '2.99', '1.34', '3.14']"
2347,COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C)c12,P53779_WT,P49841_WT,"['1.43', '-2.20', '-3.14', '-0.57', '-2.31', '-1.70', '-0.27']"
2348,Fc1ccccc1-n1cc(CSc2nnc(Cn3c(C(F)(F)F)nc4ccccc43)o2)nn1,P53779_WT,P49841_WT,"['3.14', '0.79', '0.98', '-2.90', '1.74', '1.88', '-2.95']"
2349,O=C(O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2,P53779_WT,P49841_WT,"['-2.59', '2.62', '3.14', '0.05', '2.20', '1.46', '-2.91', '3.14', '2.47', '-1.13']"
2350,Cc1ccc(-c2ccc3occ(-c4ccc([S@@](C)=O)cc4)c3n2)o1,P53779_WT,P49841_WT,"['-3.14', '-0.53', '-1.81']"
2351,COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc3c(c1)C(=Cc1cnc[nH]1)C(=O)N3)CC2,P53779_WT,P49841_WT,"['0.20', '0.23', '0.27', '-1.50', '-3.14', '-0.54', '3.14', '3.12']"
2352,O[C@H]1CC[C@@H](Nc2ncc3nnn(-c4ccccc4)c3n2)CC1,P53779_WT,P49841_WT,"['-2.76', '-1.20', '2.81']"
2353,O=C(NCC1CCN(Cc2ccc(F)c(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,P53779_WT,P49841_WT,"['1.70', '-0.45', '-1.50', '-2.49', '1.98', '-1.59', '-2.62', '-0.09', '2.22', '-2.47', '-0.46', '-3.14']"
2354,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCCC1,P53779_WT,P49841_WT,"['3.13', '-0.14', '-0.05', '1.44', '-0.14']"
2355,COP(=O)(OC)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,P53779_WT,P49841_WT,"['-0.72', '1.91', '-2.34', '-0.84', '0.08']"
2356,Clc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,P53779_WT,P49841_WT,"['1.58', '-3.14', '-0.02', '3.14']"
2357,CCNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,P53779_WT,P49841_WT,"['-1.59', '-0.07', '0.02', '-3.14', '-1.30', '-1.55']"
2358,Cc1occc1-c1nc(N)c(OC[C@H](N)Cc2ccccc2)cc1-c1cnc2[nH]nc(C)c2n1,P53779_WT,P49841_WT,"['-2.35', '2.62', '-2.96', '-0.60', '-3.12', '1.33', '-2.02']"
2359,Cc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1c[nH]c2ccccc12,P53779_WT,P49841_WT,"['2.35', '-1.15', '0.49', '2.83', '0.53', '-3.14', '-1.39']"
2360,NC1=NON[C@H]1N1N=N[C@@H](c2n[nH]c(-c3ccncc3)n2)[C@@H]1CN1CCCCC1,P53779_WT,P49841_WT,"['-1.31', '1.82', '-0.29', '0.60', '1.85']"
2361,Nc1nonc1-n1nnc(-c2nnc(-c3ccncc3)[nH]2)c1CN1CCCCC1,P53779_WT,P49841_WT,"['3.01', '-2.97', '3.14', '-1.37', '0.08']"
2362,Cn1cc(C2=C(c3coc4ncccc34)C(=O)NC2=O)c2ccccc21,P53779_WT,P49841_WT,"['-0.83', '2.37']"
2363,NC1=NON[C@@H]1N1N=N[C@@H](c2nnc(-c3ccncc3)[nH]2)[C@@H]1CN1CCCCC1,P53779_WT,P49841_WT,"['-0.91', '-2.78', '-0.13', '3.10', '3.04']"
2364,O=[N+]([O-])c1cnc(N[C@H]2CC[C@H](O)CC2)nc1Nc1ccccc1,P53779_WT,P49841_WT,"['2.71', '1.61', '0.05', '0.39', '0.46']"
2365,C[C@@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,P53779_WT,P49841_WT,"['-2.31', '-0.76', '0.65', '0.38', '-0.49', '2.72', '0.32']"
2366,Nc1c(F)c(NCCCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,P53779_WT,P49841_WT,"['2.52', '-2.79', '-2.53', '-2.32', '-1.41', '-0.65', '-2.37', '-1.13']"
2367,Cc1ccc2c(c1)C(=C1Nc3ccccc3C1=NOCCO[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N2,P53779_WT,P49841_WT,"['3.14', '0.58', '-1.54', '-3.14', '0.47', '-2.57', '2.43', '-3.14']"
2368,Cc1cccc2c(C3=C(c4coc5ncccc45)C(=O)NC3=O)cn(C)c12,P53779_WT,P49841_WT,"['-2.22', '-2.30']"
2369,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,P53779_WT,P49841_WT,"['-2.64', '2.45', '-2.16']"
2370,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(C(=O)O)c1,P53779_WT,P49841_WT,"['-2.44', '0.86', '3.14', '-2.94']"
2371,CCOc1ccc(Nc2nnc(Cn3c(C)nc4ccccc43)s2)cc1,P53779_WT,P49841_WT,"['-2.91', '2.07', '2.91', '0.14', '-1.78', '1.43']"
2372,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1cccc2c1CN([C@H]1CCC(=O)NC1=O)C2=O,P53779_WT,P49841_WT,"['3.14', '3.14', '-3.09', '3.14', '0.05', '2.16', '1.81', '-1.97', '3.14', '0.10', '0.08', '0.13', '-1.82', '2.52']"
2373,O=C1Cc2c(n(CCO)c3ccc(Br)cc23)-c2ccccc2N1,P53779_WT,P49841_WT,"['-1.42', '-1.06']"
2374,O=c1[nH]cnc2[nH]c(-c3ccnc(C=Cc4ccc(CN5CCOCC5)cc4)c3)cc12,P53779_WT,P49841_WT,"['-2.59', '-0.13', '-3.14', '2.63', '2.28', '-3.14']"
2376,Cc1cc(-c2ccccc2Cl)nc(Nc2n[nH]c3ncc(F)cc23)c1C,P53779_WT,P49841_WT,"['-2.08', '-0.04', '-2.36']"
2377,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc([C@@H]2CCCC[C@H]2C)n1,P53779_WT,P49841_WT,"['-0.10', '0.03', '1.47']"
2378,COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cc1,P53779_WT,P49841_WT,"['0.00', '-0.96', '-2.69', '-1.53', '-2.42', '-1.38', '-0.43', '1.66', '0.34']"
2380,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(Cl)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,P53779_WT,P49841_WT,"['-0.98', '-2.51', '2.73', '2.38', '0.92', '-1.74', '2.15']"
2381,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,P53779_WT,P49841_WT,"['0.69', '-2.31', '-0.44', '-0.37', '-0.22', '-0.15', '-0.02', '-1.45', '1.87', '-0.08']"
2383,OCCN=c1nc(-c2cccc3ccccc23)n(-c2ccccc2)s1,P53779_WT,P49841_WT,"['-1.26', '3.00', '0.56', '-1.26', '-0.91']"
2384,OCCN=c1nc(-c2ccccc2)n(-c2cccc3ccccc23)s1,P53779_WT,P49841_WT,"['-0.83', '3.14', '0.00', '-0.56', '-0.80']"
2385,CCCCCN=c1nc(-c2ccc(OC)cc2)n(-c2ccccc2)s1,P53779_WT,P49841_WT,"['-3.14', '-3.14', '-1.28', '3.12', '0.17', '-0.64', '-0.10', '-0.55']"
2386,COCCNC(=O)c1n[nH]cc1NC(=O)c1c(OC)cccc1OC,P53779_WT,P49841_WT,"['-3.14', '-1.25', '-1.47', '-0.12', '0.13', '0.33', '-0.16', '2.20', '1.87', '-0.24']"
2387,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(Cl)c1,P53779_WT,P49841_WT,"['-0.66', '-0.85', '-3.13']"
2388,Cc1ccccc1-n1cc(CSc2nc(-c3ccccc3)cc(=O)n2C)nn1,P53779_WT,P49841_WT,"['-0.02', '-1.70', '1.05', '0.95', '-0.60']"
2389,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,P53779_WT,P49841_WT,"['-1.48', '0.02', '-0.76', '0.95', '-2.78', '1.92', '-3.00']"
2390,O=C(NCC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,P53779_WT,P49841_WT,"['0.11', '0.77', '-2.47', '0.66', '3.14', '0.86', '3.14', '-0.08', '-2.70', '-2.65', '-0.41', '0.65']"
2391,N=C1NC(=O)C(=Cc2ccc(-c3cccc(C(=O)O)c3)o2)S1,P53779_WT,P49841_WT,"['2.77', '-2.63', '2.92', '3.11']"
2393,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(Cl)cc4Cl)CC3)c2c1,P53779_WT,P49841_WT,"['-3.00', '3.14', '-3.14', '2.87', '1.30', '-1.41', '-1.14']"
2394,Brc1cnn2c(NCc3cccnc3)cc(-c3ccco3)nc12,P53779_WT,P49841_WT,"['2.77', '-2.95', '1.55', '-3.08']"
2395,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4noc(C(N)=O)n4)CC3)c2c1,P53779_WT,P49841_WT,"['0.05', '2.59', '2.09', '-1.26', '-1.26', '1.22', '3.14', '-2.70']"
2396,Cc1nc(C)n2nc(-c3ccccc3)nc(NCCNc3ccc(C#N)cn3)c12,P53779_WT,P49841_WT,"['0.03', '-0.39', '-3.08', '-0.63', '2.84', '0.04', '-3.14']"
2397,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2cc(F)ccc12,P53779_WT,P49841_WT,"['0.64', '0.90', '-0.72', '-1.11', '-1.07', '-1.25']"
2398,COc1cc2c(CNC3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc3c(c2cc1OC)C(=O)NC3=O,P53779_WT,P49841_WT,"['-0.41', '1.89', '-2.16', '-3.14', '-1.87', '1.74', '-0.01', '-0.14']"
2399,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc4ccccc4c3)n2)cc1,P53779_WT,P49841_WT,"['-1.52', '-0.04', '0.06', '0.59']"
