idx,SMILES,target_id1,target_id2,geos
584,Cc1nnc(-c2c(C)csc2NC(=O)Cc2ccc(-c3ccncc3)cc2)[nH]1,P53779_WT,P49841_WT,"['0.19', '2.55', '0.26', '1.35', '1.12', '2.20']"
585,CN(C)C(=O)c1ccc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc1,P53779_WT,P49841_WT,"['0.31', '-2.35', '-0.21', '-0.69', '-2.61', '0.65', '-0.42']"
586,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(C(=O)N(C)C)cc2)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['-0.21', '0.24', '-0.48', '1.23', '0.18', '-2.80', '2.34', '-0.30', '2.62']"
587,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3c(c2)OCO3)c1,P53779_WT,P49841_WT,"['-0.46', '0.52', '0.17', '-3.14', '-0.60']"
588,CNC(=O)c1ccccc1Nc1cc(Nc2ccc3c(c2)OCO3)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['-0.27', '0.93', '0.07', '-1.17', '0.54', '0.39', '2.22']"
589,Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(F)cn3)cc2)n1,P53779_WT,P49841_WT,"['0.01', '0.06', '0.78', '2.55']"
590,Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5ccccn5)n4)ccn3)cc2)n1,P53779_WT,P49841_WT,"['-2.98', '0.12', '-1.01', '0.32', '3.14']"
591,CN(C)CCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,P53779_WT,P49841_WT,"['-0.21', '-0.90', '-2.24', '3.14', '-2.44', '-0.25', '1.45', '0.73', '-2.90']"
592,CSc1nccc([C@H](C#N)c2nc3ccccc3s2)n1,P53779_WT,P49841_WT,"['-0.01', '1.17', '-1.21', '1.20']"
593,Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,P53779_WT,P49841_WT,"['0.86', '-0.71', '2.53', '1.44', '0.92']"
594,Cc1c(Cl)cccc1N=C1NC(=O)C(=C2C(=O)Nc3ccc(Br)cc32)S1,P53779_WT,P49841_WT,"['1.67', '-2.91', '2.83']"
595,O=C(Nc1cnn(-c2cccc(C(=O)NCCCN3CCOCC3)c2)c1)Nc1ccccc1Cl,P53779_WT,P49841_WT,"['-0.36', '-0.50', '0.13', '0.12', '-2.93', '1.69', '0.93', '3.14', '2.64', '2.09', '0.55']"
596,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,P53779_WT,P49841_WT,"['-1.97', '3.14', '-0.17', '-0.10', '0.09', '0.98']"
597,CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,P53779_WT,P49841_WT,"['1.49', '3.05', '-0.03', '-2.95', '3.06', '2.27']"
598,c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1,P53779_WT,P49841_WT,"['-2.52', '-2.24']"
599,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,P53779_WT,P49841_WT,"['0.51', '2.27', '1.06', '1.39', '1.52', '-2.79']"
600,c1ccc2cc(-c3[nH]nnc3-c3ccncc3)ccc2c1,P53779_WT,P49841_WT,"['2.20', '2.48']"
601,c1cc(-c2ccnc(Nc3ccc(-n4ccnn4)cc3)n2)cc(N2CCOCC2)c1,P53779_WT,P49841_WT,"['2.53', '-3.03', '3.02', '-3.05', '-2.72']"
602,CN(C)c1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,P53779_WT,P49841_WT,"['2.86', '2.02', '-2.35', '3.14', '0.92', '1.91']"
603,O=C1Nc2ccccc2NC1=CC(=O)c1cccc(Cl)c1,P53779_WT,P49841_WT,"['0.00', '0.00', '0.00']"
604,Cc1nc(C)n(-c2ccc(Nc3cc(Nc4ccccc4C(N)=O)ccn3)cc2)n1,P53779_WT,P49841_WT,"['2.98', '2.94', '-0.80', '-2.72', '0.84', '-0.37']"
605,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(-n3nc(C)nc3C)cc2)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['-0.19', '0.90', '0.12', '-1.12', '0.70', '-2.87', '-3.02', '2.48']"
606,COc1cc(N2CCOCC2)ccc1Nc1cc(Nc2ccccc2C(N)=O)ccn1,P53779_WT,P49841_WT,"['1.11', '-0.62', '-0.83', '0.35', '2.74', '-0.72', '0.28']"
607,NC(=O)c1ccccc1Nc1cc(Oc2ccc(Br)cc2)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['-0.47', '0.39', '0.57', '2.92', '-1.29', '2.47']"
608,Cn1cc(-c2cn(C)nc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,P53779_WT,P49841_WT,"['-0.53', '2.68', '2.28', '0.03', '-0.64']"
609,Cn1cc(-c2ccnn2C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)n1,P53779_WT,P49841_WT,"['-2.98', '-1.93', '-2.35', '-3.07', '0.37']"
610,Cc1ncn(-c2ccc(Nc3nccc(-c4cccc(N5CCOCC5)c4)n3)cc2)n1,P53779_WT,P49841_WT,"['0.19', '-0.63', '-2.26', '-2.99', '-0.80']"
611,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,P53779_WT,P49841_WT,"['-2.85', '-0.07', '-0.06', '3.14']"
612,COc1cc2c(cc1Cl)C(c1cccc(Br)c1)=NCC2,P53779_WT,P49841_WT,"['0.97', '0.97']"
613,N[C@H]1CC[C@@H](Nc2nccc(-c3cccnc3Oc3ccc(NS(=O)(=O)c4ccccc4Cl)c4ccccc34)n2)CC1,P53779_WT,P49841_WT,"['-1.67', '1.77', '-3.00', '-0.73', '-0.62', '-1.36', '1.14', '1.70']"
614,Cc1cc(NS(=O)(=O)c2ccccc2C#N)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,P53779_WT,P49841_WT,"['1.09', '2.78', '-1.80', '2.39', '1.60', '0.06', '-3.14', '1.69', '3.14']"
615,Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,P53779_WT,P49841_WT,"['-0.08', '1.46', '-0.90', '-1.80']"
617,CCN(CC)S(=O)(=O)c1ccc2[nH]c(COC(=O)c3[nH]nc4ccccc34)nc2c1,P53779_WT,P49841_WT,"['1.52', '-2.10', '-3.02', '-1.49', '-0.37', '-0.81', '1.29', '1.09']"
618,CCN(CC)S(=O)(=O)c1ccc2nc(COC(=O)c3n[nH]c4ccccc34)[nH]c2c1,P53779_WT,P49841_WT,"['-0.87', '-1.17', '-2.74', '1.39', '-3.14', '3.14', '-0.08', '0.00']"
619,CC(=O)Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1,P53779_WT,P49841_WT,"['-3.14', '0.08', '-2.17', '0.52']"
620,O=C1Nc2ccccc2NC1=CC(=O)c1ccccc1Cl,P53779_WT,P49841_WT,"['0.06', '-0.09', '2.06']"
621,Cc1cccc(NC(=O)c2ccc(F)o2)c1N1CCC2(CC1)OCCO2,P53779_WT,P49841_WT,"['0.48', '-0.33', '2.88', '-1.50']"
622,CCNC(=O)N1CCC(Nc2ncc(C)c(-c3c[nH]c4ccccc34)n2)CC1,P53779_WT,P49841_WT,"['-1.10', '0.84', '-0.42', '-1.21', '-0.48', '0.77']"
623,CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,P53779_WT,P49841_WT,"['1.70', '0.78', '-1.00', '-0.40', '1.97', '1.72', '1.50']"
624,CNC(=O)c1ccccc1Nc1cc(Nc2ccc3ccccc3c2)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['0.04', '-0.48', '0.43', '-2.22', '-0.46', '-0.32', '-2.47']"
625,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3ccccc3c2)c1,P53779_WT,P49841_WT,"['-0.72', '-0.14', '-1.97', '2.31', '-0.17']"
626,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,P53779_WT,P49841_WT,"['0.32', '2.54', '0.46', '1.78', '1.28', '-1.92', '-1.09']"
627,CCO[C@H]1CCN(C(=O)[C@H]2CC[C@@H](Nc3nccc(-n4ccc5c(N6CCC(S(C)(=O)=O)CC6)cccc54)n3)CC2)C1,P53779_WT,P49841_WT,"['3.14', '-3.14', '-1.24', '-2.75', '-1.94', '-0.50', '2.18', '-1.14', '2.44']"
628,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(Br)ccc2c1,P53779_WT,P49841_WT,"['1.78', '-0.98', '-1.03', '-0.64']"
629,O=C1Nc2ccccc2NC1=CC(=O)c1cccc(Cl)c1Cl,P53779_WT,P49841_WT,"['0.07', '-0.16', '2.05']"
630,Cc1ncn(-c2ccc(Nc3cc(-c4nocc4C)ccn3)cc2)n1,P53779_WT,P49841_WT,"['-3.14', '-2.88', '0.63', '-2.58']"
631,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccccn4)c3c2)cc1,P53779_WT,P49841_WT,"['-1.00', '2.28', '-0.98', '-0.69', '-0.19']"
632,COc1ccc(CC(=O)Nc2scc(C)c2-c2nc(C)n[nH]2)cc1,P53779_WT,P49841_WT,"['-3.12', '-2.13', '-1.52', '-2.55', '1.91', '0.17']"
633,COc1ccc(CC(=O)Nc2scc(C)c2-c2nnc(C)[nH]2)cc1,P53779_WT,P49841_WT,"['3.12', '-2.19', '-1.37', '-2.43', '1.80', '0.22']"
634,O=C(Cc1cccc2cnccc12)Nc1scnc1-c1cnccn1,P53779_WT,P49841_WT,"['-2.59', '-0.50', '1.10', '0.49', '0.18']"
635,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncccn4)c3c2)cc1,P53779_WT,P49841_WT,"['1.31', '0.81', '-0.92', '-0.29', '-0.13']"
636,Cn1ccc(-c2cc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)ncc2F)n1,P53779_WT,P49841_WT,"['3.14', '2.88', '2.99', '3.14', '0.00']"
637,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccc(Cl)cc4)cn3)c2)cc(OC)c1OC,P53779_WT,P49841_WT,"['0.43', '-0.04', '0.16', '-2.13', '-0.08', '3.14', '-0.16', '3.14', '-3.04', '3.14', '1.78']"
638,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(C(F)(F)F)cn4)c3c2)cc1,P53779_WT,P49841_WT,"['-0.96', '-0.99', '-2.33', '-0.60', '-0.31', '-1.55']"
639,NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,P53779_WT,P49841_WT,"['-2.78', '-2.45', '2.48', '-2.17']"
640,Cc1cccc2nc3c(nc12)-c1ccccc1C3=NO,P53779_WT,P49841_WT,['3.14']
641,CCCCCCCCCCCc1cc(O)cc(O)c1C(=O)O[C@@H](CCC)CCCCCCCc1cc(OS(=O)(=O)O)cc(OS(=O)(=O)O)c1,P53779_WT,P49841_WT,"['2.82', '2.16', '-2.91', '2.63', '-1.07', '2.79', '-0.54', '-2.84', '0.93', '0.46', '0.67', '3.12', '2.28', '-0.84', '1.77', '2.20', '1.18', '-0.60', '3.14', '-0.99', '-3.14', '0.76', '-0.14', '2.19', '-2.13', '1.34', '-0.92']"
642,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2Cc1cccnc1,P53779_WT,P49841_WT,"['-2.85', '-0.22', '0.00', '2.20', '1.26', '0.75']"
643,O=c1[nH]c2ccccc2c(=O)n1C[C@H]1CC[C@H](C(=O)N2CCN(c3ccccc3)CC2)CC1,P53779_WT,P49841_WT,"['-1.12', '-1.21', '0.69', '-2.96', '-2.57']"
644,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,P53779_WT,P49841_WT,"['0.13', '0.05', '0.05', '-0.11', '-1.08', '1.49', '2.33', '-2.74', '-2.93', '-1.22', '3.14']"
645,N#C[C@H](c1ccnc(NCCO)n1)c1nc2ccccc2s1,P53779_WT,P49841_WT,"['1.41', '-1.23', '1.19', '-0.20', '1.53', '-1.75']"
646,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C#N,P53779_WT,P49841_WT,"['0.15', '0.52', '-1.02', '2.61', '0.24', '-0.68', '0.55', '0.36', '3.14']"
647,Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,P53779_WT,P49841_WT,['-2.22']
648,NC(=O)c1ccccc1Nc1ccnc(Oc2ccccc2)c1,P53779_WT,P49841_WT,"['0.56', '-0.18', '2.52', '0.02', '-1.16']"
649,O=C(Cc1ccc2ccccc2c1)Nc1cc(Cl)ccn1,P53779_WT,P49841_WT,"['-2.02', '0.00', '-2.02', '-0.03']"
650,Fc1ccc(-c2c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)c3)noc2N2CCOCC2)cc1,P53779_WT,P49841_WT,"['1.38', '-1.59', '-2.07', '-0.28', '-0.46', '0.13']"
651,COc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OC)c2)ccn1,P53779_WT,P49841_WT,"['-0.71', '-0.38', '1.10', '-1.40', '-0.38', '-0.08', '-0.02']"
652,Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,P53779_WT,P49841_WT,"['0.46', '-2.62', '-0.85', '-1.34']"
653,CC(=O)Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,P53779_WT,P49841_WT,"['-3.14', '3.14', '0.95']"
654,CC(C)n1c(=O)ccc2cnc(NC3CCOCC3)nc21,P53779_WT,P49841_WT,"['1.08', '-1.68', '-2.91']"
655,CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccncc1,P53779_WT,P49841_WT,"['-2.19', '-0.65', '2.10']"
656,Cc1ccc2c(NS(=O)(=O)c3ccccc3Cl)cccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CC[C@H](N)CC2)n1,P53779_WT,P49841_WT,"['-1.97', '-3.14', '1.66', '1.87', '-0.28', '2.82', '2.24', '3.14']"
657,C=C(C)CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,P53779_WT,P49841_WT,"['2.24', '-1.46', '-0.01', '-0.10', '0.35', '-3.01']"
658,Cc1nc(-c2sccc2NC(=O)Cc2cccc3ccccc23)n[nH]1,P53779_WT,P49841_WT,"['-0.03', '0.00', '0.11', '-0.89', '-1.17']"
659,Cc1nnc(-c2sccc2NC(=O)Cc2cccc3ccccc23)[nH]1,P53779_WT,P49841_WT,"['2.91', '-0.61', '0.49', '-0.79', '1.90']"
660,S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,P53779_WT,P49841_WT,"['2.29', '2.26']"
661,N#Cc1ccc(N2CC[C@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@H](F)C2)nc1,P53779_WT,P49841_WT,"['2.37', '2.09', '-2.29', '-2.19', '-0.62']"
662,O=C(Cc1cccc2ncccc12)Nc1ccsc1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-1.94', '0.00', '-1.83', '-0.05', '3.14']"
663,O=C(Cc1c(F)cccc1Cl)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1,P53779_WT,P49841_WT,"['2.47', '0.50', '-0.44', '1.18', '0.84', '0.62']"
664,CCNC(=O)N1CC[C@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,P53779_WT,P49841_WT,"['1.52', '-0.04', '-2.77', '2.90', '2.89', '-0.94']"
665,Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cc[nH]n4)ccn3)cc2)n1,P53779_WT,P49841_WT,"['2.85', '-1.74', '-0.84', '-0.33', '2.65']"
666,Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,P53779_WT,P49841_WT,['-2.22']
667,O=C1NC(=Nc2cccc3ccccc23)SC1=C1C(=O)Nc2ccc(Br)cc21,P53779_WT,P49841_WT,"['0.04', '-1.59', '-0.14']"
668,O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,P53779_WT,P49841_WT,"['-0.11', '2.40', '0.07', '-2.19', '0.61']"
669,Cn1cnc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)n1,P53779_WT,P49841_WT,"['0.05', '-0.02', '0.58', '3.14', '-2.96', '-0.26', '2.82', '0.29']"
670,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,P53779_WT,P49841_WT,"['3.14', '2.50', '1.97', '-1.64', '-1.80']"
671,Cc1nnc(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)[nH]1,P53779_WT,P49841_WT,"['0.25', '1.83', '0.63', '2.07', '1.69']"
672,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(Cl)c4)cn3)c2)cn1,P53779_WT,P49841_WT,"['3.14', '0.09', '-2.63', '-0.01', '-3.14', '0.01', '-3.14', '-0.04']"
673,Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(Cl)cn4)cc3)n2)cn1,P53779_WT,P49841_WT,"['0.42', '2.62', '-1.73', '-0.80', '-3.14']"
674,Nc1cccc(C(=O)C=C2Nc3ccccc3NC2=O)c1,P53779_WT,P49841_WT,"['0.55', '-3.09', '0.07']"
675,Cc1cc2nc3c(nc2cc1C)-c1ccccc1C3=NO,P53779_WT,P49841_WT,['3.14']
676,COC(=O)c1sccc1NC(=O)Cc1cccc2cnccc12,P53779_WT,P49841_WT,"['0.01', '-0.06', '-0.02', '0.05', '-1.07', '1.88']"
677,COC(=O)c1sccc1NC(=O)Cc1cccc2ncccc12,P53779_WT,P49841_WT,"['-0.01', '-0.08', '-0.31', '0.23', '1.23', '-1.84']"
678,COc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,P53779_WT,P49841_WT,"['0.05', '0.16', '-2.86', '-0.30', '0.97']"
679,Cc1c(Cl)cccc1N=C1NC(=O)C(=C2C(=O)Nc3ccccc32)S1,P53779_WT,P49841_WT,"['-1.62', '-3.10', '3.14']"
680,Cc1ncn(-c2ccc(Nc3nccc(-c4cc[nH]n4)n3)cc2)n1,P53779_WT,P49841_WT,"['-0.18', '0.73', '2.38', '-2.67']"
681,COc1cc2c(cc1Cl)C(c1cccc(Cl)c1F)=NCC2,P53779_WT,P49841_WT,"['0.93', '-2.05']"
682,N#Cc1c(NC(=O)c2ccsc2)sc2c1CCCC2,P53779_WT,P49841_WT,"['2.60', '0.27', '0.05', '0.19']"
683,O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)[C@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,P53779_WT,P49841_WT,"['-0.05', '0.65', '-3.09', '-0.56', '1.99', '0.31', '-2.06', '0.11', '0.16']"
684,O=C(NCCN1CCOCC1)c1cc(-n2ncc3cc(Nc4c(Cl)cccc4Cl)ccc32)ccn1,P53779_WT,P49841_WT,"['0.79', '0.14', '-3.14', '-0.65', '-1.31', '3.14', '0.03', '-0.97']"
685,O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)n1,P53779_WT,P49841_WT,"['-0.05', '-0.22', '-2.28', '2.58', '-0.34', '-0.05', '-0.32', '-0.48']"
686,COc1cccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)c1,P53779_WT,P49841_WT,"['2.69', '2.97', '2.60', '-2.34', '-1.19', '-0.07']"
687,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@@H](C(=O)N4CCC(O)CC4)CC3)n2)CC1,P53779_WT,P49841_WT,"['2.72', '3.10', '-0.38', '0.39', '-1.46', '-1.74', '-2.84']"
688,Cc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3C)c2)ccn1,P53779_WT,P49841_WT,"['-2.32', '0.54', '0.44', '-2.35', '0.12']"
689,CCOC(=O)C=CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C1CC1,P53779_WT,P49841_WT,"['-1.80', '0.06', '3.07', '3.14', '-3.14', '-0.15', '2.40', '-1.00', '3.14', '-3.14', '-1.03']"
690,CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,P53779_WT,P49841_WT,"['3.12', '0.01', '0.03', '0.88']"
691,NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2F)c1,P53779_WT,P49841_WT,"['0.47', '-0.45', '-0.01', '2.28', '-3.14', '-0.83']"
692,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2F)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['0.17', '-0.32', '0.34', '-1.45', '0.53', '-2.76', '-0.82', '2.38']"
693,COC(=O)c1sccc1NC(=O)Cc1ccc(-c2ccncc2)cc1,P53779_WT,P49841_WT,"['0.10', '-0.07', '0.02', '0.00', '-1.10', '-1.31', '0.94']"
694,CCOc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OCC)c2)ccn1,P53779_WT,P49841_WT,"['-3.08', '-0.31', '-0.23', '2.91', '-1.19', '-0.35', '0.10', '1.02', '2.87']"
695,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,P53779_WT,P49841_WT,"['0.01', '-0.05', '0.02', '0.01', '-1.29', '-1.14', '0.02']"
696,CC(=O)Nc1ccc(-c2c(-c3ccc(F)cc3)nc([S@+](C)[O-])n2C)cn1,P53779_WT,P49841_WT,"['-3.02', '-0.14', '2.01', '-0.79', '-0.56']"
697,CCOC(=O)c1sccc1NC(=O)Cc1ccccc1,P53779_WT,P49841_WT,"['3.14', '0.02', '-0.23', '-0.47', '0.34', '-0.86', '-1.23']"
698,c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cnoc3)cc2n1,P53779_WT,P49841_WT,"['-2.55', '-0.21', '-0.69', '-2.27', '-3.14']"
699,CC(=O)N[C@H]1CC[C@@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,P53779_WT,P49841_WT,"['2.02', '-2.51', '0.03', '1.58', '0.26', '-1.64', '3.14']"
700,Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,P53779_WT,P49841_WT,"['0.88', '1.26', '3.12']"
701,CN(C)CC=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,P53779_WT,P49841_WT,"['2.23', '-2.60', '0.91', '3.14', '3.14', '-2.76', '0.63', '-3.00', '0.29', '2.59', '0.63', '-2.28']"
702,CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,P53779_WT,P49841_WT,"['1.59', '0.73', '-0.09', '3.14', '0.58', '-0.31']"
703,Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(NCCN(C)C)n1,P53779_WT,P49841_WT,"['0.82', '-2.87', '1.52', '0.10', '-2.29', '1.49', '3.14', '-3.14', '-2.25']"
704,CS(=O)(=O)N[C@H]1CC[C@@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,P53779_WT,P49841_WT,"['-2.11', '-0.99', '-2.15', '-1.32', '2.56', '-0.06', '-1.81']"
705,CNC(=O)c1ccccc1Nc1cc(Nc2cc(OC)c(OC)c(OC)c2)ncc1C(F)(F)F,P53779_WT,P49841_WT,"['0.14', '-0.42', '-0.09', '-1.04', '0.32', '-2.65', '0.05', '-1.35', '1.76', '2.00']"
706,COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc(OC)c1OC,P53779_WT,P49841_WT,"['0.20', '3.14', '0.85', '2.62', '-0.62', '0.47', '-0.43', '1.71']"
707,Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,P53779_WT,P49841_WT,"['-0.41', '2.21', '-2.33', '2.98', '0.24']"
708,Cn1ccc(-c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2Cl)n1,P53779_WT,P49841_WT,"['0.65', '-0.65', '-2.20', '3.09', '3.14']"
709,O=C1NC(=Nc2cccc(Cl)c2)SC1=C1C(=O)Nc2ccc(I)cc21,P53779_WT,P49841_WT,"['-3.01', '-1.48', '-0.05']"
710,Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,P53779_WT,P49841_WT,"['-2.29', '-3.11', '3.04', '0.18', '0.45']"
711,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncc([N+](=O)[O-])s4)c3c2)cc1,P53779_WT,P49841_WT,"['1.88', '-1.52', '-1.03', '-0.32', '-0.19', '3.14']"
712,COc1ccc2cc([C@H](C)C(=O)Nc3cc(C)ccn3)ccc2c1,P53779_WT,P49841_WT,"['0.02', '1.25', '2.02', '3.06', '0.12']"
713,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,P53779_WT,P49841_WT,"['-2.44', '3.11', '-1.75', '1.81', '1.73', '2.71', '2.25', '3.14']"
714,COc1ccc(CC(=O)Nc2ccsc2-c2ncco2)cc1,P53779_WT,P49841_WT,"['0.06', '1.17', '-1.97', '-3.14', '-0.13', '3.14']"
715,O=C(Nc1cnn(-c2ccc(C(=O)NC3CNC3)s2)c1)Nc1ccccc1Cl,P53779_WT,P49841_WT,"['0.06', '0.05', '0.01', '0.06', '-0.48', '1.68', '1.36', '-0.13']"
716,Cc1nc(CSc2nc3nncc-3c(O)n2-c2ccccc2)cs1,P53779_WT,P49841_WT,"['1.53', '-1.13', '-1.10', '1.28']"
717,Cc1nc(CSc2nc3n[nH]cc3c(=O)n2-c2ccccc2)cs1,P53779_WT,P49841_WT,"['1.28', '-0.93', '-1.20', '-2.11']"
718,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,P53779_WT,P49841_WT,"['-0.22', '-1.10', '1.17', '-0.65', '2.48']"
719,O=C(Cc1cccc2cnccc12)Nc1scnc1-c1nc[nH]n1,P53779_WT,P49841_WT,"['1.99', '-0.43', '-1.44', '0.79', '0.20']"
720,CS(=O)(=O)N[C@H]1CC[C@@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CO)CC5)cccc43)n2)CC1,P53779_WT,P49841_WT,"['-0.95', '0.19', '2.65', '0.22', '-0.03', '-0.44', '-2.61', '2.87']"
721,O=C(Cc1cccc2cnccc12)Nc1scnc1-c1nnc[nH]1,P53779_WT,P49841_WT,"['2.34', '0.14', '1.69', '-0.45', '3.01']"
722,Cc1ncn(-c2ccc(Nc3ncc(Cl)c(-c4ccn(C)n4)n3)cc2)n1,P53779_WT,P49841_WT,"['-2.99', '2.78', '-2.62', '-2.86']"
723,O[C@H]1CC[C@H](Nc2ncc3ccc(C4CC4)nc3n2)CC1,P53779_WT,P49841_WT,"['2.55', '-2.71', '2.03']"
724,NS(=O)(=O)N1CCC(Nc2nccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)CC1,P53779_WT,P49841_WT,"['-3.14', '0.41', '-0.75', '-1.04', '0.38', '1.17']"
